orderid,itemid,cmtid,ctime,rating,userid,shopid,comment,rating_star,skin_suitability,absorption,model_name
153334864278296,23354704062,13222083081,1700063048,1,63577329,308461157,,5,,,Natural Titanium
156047585285898,23354704062,13552356589,1702617181,1,79370026,308461157,,5,,,Natural Titanium
153681497224703,23354704062,13258212422,1700313289,1,186987989,308461157,,5,,,Natural Titanium
153370054283440,23354704062,13247066368,1700229935,1,117133672,308461157,,5,,,White Titanium
156047605235068,23354704062,13574287120,1702736110,1,64659314,308461157,,5,,,Natural Titanium
153343344271653,23354704062,13261540452,1700358128,1,208830506,308461157,,5,,,Natural Titanium
152471066297015,23354704062,13279860642,1700485992,1,44307616,308461157,,5,,,White Titanium
156272501224900,23354704062,13571309498,1702723260,1,44307616,308461157,,5,,,White Titanium
156067217222160,23354704062,13566030942,1702700543,1,346087980,308461157,,5,,,White Titanium
150571621289844,23354704062,12968045048,1698041619,1,269197657,308461157,,5,,,Blue Titanium
151303417214214,23354704062,12960104492,1697965911,1,1006338059,308461157,,5,,,Blue Titanium
151378185211059,23354704062,12959735713,1697963590,1,658321866,308461157,,5,,,Black Titanium
153681652282453,23354704062,13260043830,1700328132,1,1037556667,308461157,,5,,,White Titanium
153365474290816,23354704062,13255080115,1700297343,1,375637388,308461157,,5,,,Natural Titanium
153681161253776,23354704062,13254699977,1700295430,1,1042131005,308461157,,5,,,Natural Titanium
153380213240205,23354704062,13251495506,1700279362,1,140261170,308461157,,5,,,Natural Titanium
153369092256318,23354704062,13272229028,1700445639,1,602271337,308461157,,5,,,Natural Titanium
152509431300978,23354704062,13110387879,1699244791,1,1043413429,308461157,,5,,,White Titanium
152471023220546,23354704062,13115586713,1699273156,1,1006902049,308461157,,5,,,Natural Titanium
152514094277393,23354704062,13114997601,1699270223,1,704722833,308461157,,5,,,White Titanium
153335065290514,23354704062,13328216948,1700887934,1,909384665,308461157,,5,,,White Titanium
154492358201708,23354704062,13406386100,1701513544,1,1032319215,308461157,,5,,,White Titanium
155111106250525,23354704062,13426595408,1701684096,1,495399482,308461157,,5,,,Natural Titanium
154492528210799,23354704062,13430075904,1701702632,1,1040258518,308461157,,5,,,White Titanium
155111163207988,23354704062,13448406826,1701855608,1,1041961840,308461157,,5,,,Black Titanium
156013215206203,23354704062,13585434549,1702816872,1,313779195,308461157,,5,,,White Titanium
154458056274568,23354704062,13379543761,1701312911,1,48901029,308461157,,5,,,Natural Titanium
153343622316324,23354704062,13210281042,1700009694,1,97497497,308461157,,5,,,Natural Titanium
153367735202499,23354704062,13200754791,1699944987,1,122176119,308461157,,5,,,White Titanium
153334818258208,23354704062,13198327262,1699933447,1,19697884,308461157,,5,,,Natural Titanium
153334814210087,23354704062,13197907844,1699931163,1,34217558,308461157,,5,,,Natural Titanium
154458078224221,23354704062,13364673484,1701179915,1,36138252,308461157,,5,,,Natural Titanium
153369049225732,23354704062,13221398771,1700059046,1,299312736,308461157,,5,,,Natural Titanium
157431651249945,23354704062,13714050030,1703858049,1,55360967,308461157,,5,,,Natural Titanium
